GroupKey,PrimaryKey,RelationKey,RelationType,Date,Value,DerivedFlag,DerivedLag,DerivedType
A1,A25,A1,RELATED,2020-02-11,2.0,0.0,,none
A1,A25,A1,RELATED,2020-02-12,4.0,0.0,,none
A1,A25,A1,RELATED,2020-02-13,4.0,0.0,,none
A1,A25,A1,RELATED,2020-02-14,4.0,0.0,,none
A1,A25,A1,RELATED,2020-02-15,7.0,0.0,,none
A1,A25,A1,RELATED,2020-02-16,4.0,0.0,,none
A1,A25,A1,RELATED,2020-02-17,5.0,0.0,,none
A1,A25,A1,RELATED,2020-02-18,5.0,0.0,,none
A1,A25,A1,RELATED,2020-02-19,7.0,0.0,,none
A1,A26,A1,RELATED,2020-01-01,64.0,0.0,,none
A1,A26,A1,RELATED,2020-01-02,37.0,0.0,,none
A1,A26,A1,RELATED,2020-01-03,52.0,0.0,,none
A1,A26,A1,RELATED,2020-01-04,63.0,0.0,,none
A1,A26,A1,RELATED,2020-01-05,76.0,0.0,,none
A1,A26,A1,RELATED,2020-01-06,107.0,0.0,,none
A1,A26,A1,RELATED,2020-01-07,83.0,0.0,,none
A1,A26,A1,RELATED,2020-01-08,141.0,0.0,,none
A1,A26,A1,RELATED,2020-01-09,173.0,0.0,,none
A1,A26,A1,RELATED,2020-01-10,62.0,0.0,,none
A1,A26,A1,RELATED,2020-01-11,127.0,0.0,,none
A1,A26,A1,RELATED,2020-01-12,65.0,0.0,,none
A1,A26,A1,RELATED,2020-01-13,135.0,0.0,,none
A1,A26,A1,RELATED,2020-01-14,104.0,0.0,,none
A1,A26,A1,RELATED,2020-01-15,122.0,0.0,,none
A1,A26,A1,RELATED,2020-01-16,144.0,0.0,,none
A1,A26,A1,RELATED,2020-01-17,120.0,0.0,,none
A1,A26,A1,RELATED,2020-01-18,123.0,0.0,,none
A1,A26,A1,RELATED,2020-01-19,26.0,0.0,,none
A1,A26,A1,RELATED,2020-01-20,92.0,0.0,,none
A1,A26,A1,RELATED,2020-01-21,108.0,0.0,,none
A1,A26,A1,RELATED,2020-01-22,90.0,0.0,,none
A1,A26,A1,RELATED,2020-01-23,66.0,0.0,,none
A1,A26,A1,RELATED,2020-01-24,86.0,0.0,,none
A1,A26,A1,RELATED,2020-01-25,59.0,0.0,,none
A1,A26,A1,RELATED,2020-01-26,120.0,0.0,,none
A1,A26,A1,RELATED,2020-01-27,79.0,0.0,,none
A1,A26,A1,RELATED,2020-01-28,158.0,0.0,,none
A1,A26,A1,RELATED,2020-01-29,128.0,0.0,,none
A1,A26,A1,RELATED,2020-01-30,122.0,0.0,,none
A1,A26,A1,RELATED,2020-01-31,207.0,0.0,,none
A1,A26,A1,RELATED,2020-02-01,134.0,0.0,,none
A1,A26,A1,RELATED,2020-02-02,167.0,0.0,,none
A1,A26,A1,RELATED,2020-02-03,184.0,0.0,,none
A1,A26,A1,RELATED,2020-02-04,135.0,0.0,,none
A1,A26,A1,RELATED,2020-02-05,133.0,0.0,,none
A1,A26,A1,RELATED,2020-02-06,184.0,0.0,,none
A1,A26,A1,RELATED,2020-02-07,315.0,0.0,,none
A1,A26,A1,RELATED,2020-02-08,111.0,0.0,,none
A1,A26,A1,RELATED,2020-02-09,205.0,0.0,,none
A1,A26,A1,RELATED,2020-02-10,169.0,0.0,,none
A1,A26,A1,RELATED,2020-02-11,195.0,0.0,,none
A1,A26,A1,RELATED,2020-02-12,101.0,0.0,,none
A1,A26,A1,RELATED,2020-02-13,94.0,0.0,,none
A1,A26,A1,RELATED,2020-02-14,157.0,0.0,,none
A1,A26,A1,RELATED,2020-02-15,73.0,0.0,,none
A1,A26,A1,RELATED,2020-02-16,64.0,0.0,,none
A1,A26,A1,RELATED,2020-02-17,75.0,0.0,,none
A1,A26,A1,RELATED,2020-02-18,34.0,0.0,,none
A1,A26,A1,RELATED,2020-02-19,72.0,0.0,,none
A1,A27,A1,RELATED,2020-01-01,118.0,0.0,,none
A1,A27,A1,RELATED,2020-01-02,65.0,0.0,,none
A1,A27,A1,RELATED,2020-01-03,97.0,0.0,,none
A1,A27,A1,RELATED,2020-01-04,90.0,0.0,,none
A1,A27,A1,RELATED,2020-01-05,37.0,0.0,,none
A1,A27,A1,RELATED,2020-01-06,83.0,0.0,,none
A1,A27,A1,RELATED,2020-01-07,51.0,0.0,,none
A1,A27,A1,RELATED,2020-01-08,87.0,0.0,,none
A1,A27,A1,RELATED,2020-01-09,112.0,0.0,,none
A1,A27,A1,RELATED,2020-01-10,78.0,0.0,,none
A1,A27,A1,RELATED,2020-01-11,82.0,0.0,,none
A1,A27,A1,RELATED,2020-01-12,113.0,0.0,,none
A1,A27,A1,RELATED,2020-01-13,118.0,0.0,,none
A1,A27,A1,RELATED,2020-01-14,165.0,0.0,,none
A1,A27,A1,RELATED,2020-01-15,94.0,0.0,,none
A1,A27,A1,RELATED,2020-01-16,152.0,0.0,,none
A1,A27,A1,RELATED,2020-01-17,47.0,0.0,,none
A1,A27,A1,RELATED,2020-01-18,38.0,0.0,,none
A1,A27,A1,RELATED,2020-01-19,66.0,0.0,,none
A1,A27,A1,RELATED,2020-01-20,60.0,0.0,,none
A1,A27,A1,RELATED,2020-01-21,40.0,0.0,,none
A1,A27,A1,RELATED,2020-01-22,48.0,0.0,,none
A1,A27,A1,RELATED,2020-01-23,82.0,0.0,,none
A1,A27,A1,RELATED,2020-01-24,69.0,0.0,,none
A1,A27,A1,RELATED,2020-01-25,92.0,0.0,,none
A1,A27,A1,RELATED,2020-01-26,63.0,0.0,,none
A1,A27,A1,RELATED,2020-01-27,76.0,0.0,,none
A1,A27,A1,RELATED,2020-01-28,60.0,0.0,,none
A1,A27,A1,RELATED,2020-01-29,63.0,0.0,,none
A1,A27,A1,RELATED,2020-01-30,70.0,0.0,,none
A1,A27,A1,RELATED,2020-01-31,49.0,0.0,,none
A1,A27,A1,RELATED,2020-02-01,22.0,0.0,,none
A1,A27,A1,RELATED,2020-02-02,9.0,0.0,,none
A1,A27,A1,RELATED,2020-02-03,13.0,0.0,,none
A1,A27,A1,RELATED,2020-02-04,21.0,0.0,,none
A1,A27,A1,RELATED,2020-02-05,28.0,0.0,,none
A1,A27,A1,RELATED,2020-02-06,26.0,0.0,,none
A1,A27,A1,RELATED,2020-02-07,9.0,0.0,,none
A1,A27,A1,RELATED,2020-02-08,22.0,0.0,,none
A1,A27,A1,RELATED,2020-02-09,4.0,0.0,,none
A1,A27,A1,RELATED,2020-02-10,6.0,0.0,,none
A1,A27,A1,RELATED,2020-02-11,17.0,0.0,,none
A1,A27,A1,RELATED,2020-02-12,4.0,0.0,,none
A1,A27,A1,RELATED,2020-02-13,7.0,0.0,,none
A1,A27,A1,RELATED,2020-02-14,4.0,0.0,,none
A1,A27,A1,RELATED,2020-02-15,6.0,0.0,,none
A1,A27,A1,RELATED,2020-02-16,7.0,0.0,,none
A1,A27,A1,RELATED,2020-02-17,3.0,0.0,,none
A1,A27,A1,RELATED,2020-02-18,4.0,0.0,,none
A1,A27,A1,RELATED,2020-02-19,2.0,0.0,,none
A1,A28,A1,RELATED,2020-01-01,37.0,0.0,,none
A1,A28,A1,RELATED,2020-01-02,19.0,0.0,,none
A1,A28,A1,RELATED,2020-01-03,16.0,0.0,,none
A1,A28,A1,RELATED,2020-01-04,21.0,0.0,,none
A1,A28,A1,RELATED,2020-01-05,2.0,0.0,,none
A1,A28,A1,RELATED,2020-01-06,14.0,0.0,,none
A1,A28,A1,RELATED,2020-01-07,9.0,0.0,,none
A1,A28,A1,RELATED,2020-01-08,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-09,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-10,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-11,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-12,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-13,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-14,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-15,11.0,0.0,,none
A1,A28,A1,RELATED,2020-01-16,10.0,0.0,,none
A1,A28,A1,RELATED,2020-01-17,9.0,0.0,,none
A1,A28,A1,RELATED,2020-01-18,8.0,0.0,,none
A1,A28,A1,RELATED,2020-01-19,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-20,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-21,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-22,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-23,6.0,0.0,,none
A1,A28,A1,RELATED,2020-01-24,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-25,5.0,0.0,,none
A1,A28,A1,RELATED,2020-01-26,1.0,0.0,,none
A1,A28,A1,RELATED,2020-01-27,3.0,0.0,,none
A1,A28,A1,RELATED,2020-01-28,3.0,0.0,,none
A1,A28,A1,RELATED,2020-01-29,4.0,0.0,,none
A1,A28,A1,RELATED,2020-01-30,7.0,0.0,,none
A1,A28,A1,RELATED,2020-01-31,4.0,0.0,,none
A1,A28,A1,RELATED,2020-02-01,6.0,0.0,,none
A1,A28,A1,RELATED,2020-02-02,7.0,0.0,,none
A1,A28,A1,RELATED,2020-02-03,4.0,0.0,,none
A1,A28,A1,RELATED,2020-02-04,5.0,0.0,,none
A1,A28,A1,RELATED,2020-02-05,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-06,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-07,4.0,0.0,,none
A1,A28,A1,RELATED,2020-02-08,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-09,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-10,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-11,4.0,0.0,,none
A1,A28,A1,RELATED,2020-02-12,3.0,0.0,,none
A1,A28,A1,RELATED,2020-02-13,5.0,0.0,,none
A1,A28,A1,RELATED,2020-02-14,4.0,0.0,,none
A1,A28,A1,RELATED,2020-02-15,6.0,0.0,,none
A1,A28,A1,RELATED,2020-02-16,6.0,0.0,,none
A1,A28,A1,RELATED,2020-02-17,6.0,0.0,,none
A1,A28,A1,RELATED,2020-02-18,7.0,0.0,,none
A1,A28,A1,RELATED,2020-02-19,10.0,0.0,,none
A1,A29,A1,RELATED,2020-01-01,78.0,0.0,,none
A1,A29,A1,RELATED,2020-01-02,17.0,0.0,,none
A1,A29,A1,RELATED,2020-01-03,68.0,0.0,,none
A1,A29,A1,RELATED,2020-01-04,23.0,0.0,,none
A1,A29,A1,RELATED,2020-01-05,60.0,0.0,,none
A1,A29,A1,RELATED,2020-01-06,63.0,0.0,,none
A1,A29,A1,RELATED,2020-01-07,76.0,0.0,,none
A1,A29,A1,RELATED,2020-01-08,71.0,0.0,,none
A1,A29,A1,RELATED,2020-01-09,99.0,0.0,,none
A1,A29,A1,RELATED,2020-01-10,33.0,0.0,,none
A1,A29,A1,RELATED,2020-01-11,23.0,0.0,,none
A1,A29,A1,RELATED,2020-01-12,47.0,0.0,,none
A1,A29,A1,RELATED,2020-01-13,44.0,0.0,,none
A1,A29,A1,RELATED,2020-01-14,43.0,0.0,,none
A1,A29,A1,RELATED,2020-01-15,66.0,0.0,,none
A1,A29,A1,RELATED,2020-01-16,10.0,0.0,,none
A1,A29,A1,RELATED,2020-01-17,45.0,0.0,,none
A1,A29,A1,RELATED,2020-01-18,31.0,0.0,,none
A1,A29,A1,RELATED,2020-01-19,29.0,0.0,,none
A1,A29,A1,RELATED,2020-01-20,27.0,0.0,,none
A1,A29,A1,RELATED,2020-01-21,41.0,0.0,,none
A1,A29,A1,RELATED,2020-01-22,31.0,0.0,,none
A1,A29,A1,RELATED,2020-01-23,38.0,0.0,,none
A1,A29,A1,RELATED,2020-01-24,45.0,0.0,,none
A1,A29,A1,RELATED,2020-01-25,32.0,0.0,,none
A1,A29,A1,RELATED,2020-01-26,38.0,0.0,,none
A1,A29,A1,RELATED,2020-01-27,42.0,0.0,,none
A1,A29,A1,RELATED,2020-01-28,63.0,0.0,,none
A1,A29,A1,RELATED,2020-01-29,47.0,0.0,,none
A1,A29,A1,RELATED,2020-01-30,48.0,0.0,,none
A1,A29,A1,RELATED,2020-01-31,75.0,0.0,,none
A1,A29,A1,RELATED,2020-02-01,72.0,0.0,,none
A1,A29,A1,RELATED,2020-02-02,77.0,0.0,,none
A1,A29,A1,RELATED,2020-02-03,78.0,0.0,,none
A1,A29,A1,RELATED,2020-02-04,91.0,0.0,,none
A1,A29,A1,RELATED,2020-02-05,145.0,0.0,,none
A1,A29,A1,RELATED,2020-02-06,80.0,0.0,,none
A1,A29,A1,RELATED,2020-02-07,134.0,0.0,,none
A1,A29,A1,RELATED,2020-02-08,140.0,0.0,,none
A1,A29,A1,RELATED,2020-02-09,123.0,0.0,,none
A1,A29,A1,RELATED,2020-02-10,130.0,0.0,,none
A1,A29,A1,RELATED,2020-02-11,180.0,0.0,,none
A1,A29,A1,RELATED,2020-02-12,242.0,0.0,,none
A1,A29,A1,RELATED,2020-02-13,173.0,0.0,,none
A1,A29,A1,RELATED,2020-02-14,305.0,0.0,,none
A1,A29,A1,RELATED,2020-02-15,334.0,0.0,,none
A1,A29,A1,RELATED,2020-02-16,413.0,0.0,,none
A1,A29,A1,RELATED,2020-02-17,531.0,0.0,,none
A1,A29,A1,RELATED,2020-02-18,639.0,0.0,,none
A1,A29,A1,RELATED,2020-02-19,330.0,0.0,,none
B1,B1,B,ROOT,2020-01-01,114.0,,,none
B1,B1,B,ROOT,2020-01-02,88.0,,,none
B1,B1,B,ROOT,2020-01-03,98.0,,,none
B1,B1,B,ROOT,2020-01-04,114.0,,,none
B1,B1,B,ROOT,2020-01-05,145.0,,,none
B1,B1,B,ROOT,2020-01-06,173.0,,,none
B1,B1,B,ROOT,2020-01-07,132.0,,,none
B1,B1,B,ROOT,2020-01-08,134.0,,,none
B1,B1,B,ROOT,2020-01-09,114.0,,,none
B1,B1,B,ROOT,2020-01-10,90.0,,,none
B1,B1,B,ROOT,2020-01-11,96.0,,,none
B1,B1,B,ROOT,2020-01-12,80.0,,,none
B1,B1,B,ROOT,2020-01-13,65.0,,,none
B1,B1,B,ROOT,2020-01-14,44.0,,,none
B1,B1,B,ROOT,2020-01-15,38.0,,,none
B1,B1,B,ROOT,2020-01-16,37.0,,,none
B1,B1,B,ROOT,2020-01-17,29.0,,,none
B1,B1,B,ROOT,2020-01-18,28.0,,,none
B1,B1,B,ROOT,2020-01-19,24.0,,,none
B1,B1,B,ROOT,2020-01-20,27.0,,,none
B1,B1,B,ROOT,2020-01-21,23.0,,,none
B1,B1,B,ROOT,2020-01-22,25.0,,,none
B1,B1,B,ROOT,2020-01-23,33.0,,,none
B1,B1,B,ROOT,2020-01-24,35.0,,,none
B1,B1,B,ROOT,2020-01-25,35.0,,,none
B1,B1,B,ROOT,2020-01-26,28.0,,,none
B1,B1,B,ROOT,2020-01-27,35.0,,,none
B1,B1,B,ROOT,2020-01-28,42.0,,,none
B1,B1,B,ROOT,2020-01-29,46.0,,,none
B1,B1,B,ROOT,2020-01-30,22.0,,,none
B1,B1,B,ROOT,2020-01-31,16.0,,,none
B1,B1,B,ROOT,2020-02-01,17.0,,,none
B1,B1,B,ROOT,2020-02-02,21.0,,,none
B1,B1,B,ROOT,2020-02-03,25.0,,,none
B1,B1,B,ROOT,2020-02-04,27.0,,,none
B1,B1,B,ROOT,2020-02-05,20.0,,,none
B1,B1,B,ROOT,2020-02-06,14.0,,,none
B1,B1,B,ROOT,2020-02-07,7.0,,,none
B1,B1,B,ROOT,2020-02-08,6.0,,,none
B1,B1,B,ROOT,2020-02-09,5.0,,,none
B1,B1,B,ROOT,2020-02-10,6.0,,,none
B1,B1,B,ROOT,2020-02-11,7.0,,,none
B1,B1,B,ROOT,2020-02-12,7.0,,,none
B1,B1,B,ROOT,2020-02-13,7.0,,,none
B1,B1,B,ROOT,2020-02-14,4.0,,,none
B1,B1,B,ROOT,2020-02-15,4.0,,,none
B1,B1,B,ROOT,2020-02-16,4.0,,,none
B1,B1,B,ROOT,2020-02-17,4.0,,,none
B1,B1,B,ROOT,2020-02-18,6.0,,,none
B1,B1,B,ROOT,2020-02-19,8.0,,,none
B1,B2,B1,RELATED,2020-01-01,158.73422791135906,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-02,121.73050219312772,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-03,129.2284022956074,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-04,93.17309389740956,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-05,69.48834202211177,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-06,82.37859819083236,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-07,74.20701950437773,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-08,59.78193330887907,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-09,38.13460361657823,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-10,31.114470340857483,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-11,33.6919290725568,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-12,26.63817714760504,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-13,25.566426261858084,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-14,22.038526963933965,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-15,25.71598703171435,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-16,20.39170364120169,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-17,21.068688101130544,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-18,31.831792682500843,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-19,28.96821554869887,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-20,29.969239830806146,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-21,24.56162238903939,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-22,33.334484100158186,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-23,42.64563564089384,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-24,46.611163946107744,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-25,22.81048541004074,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-26,13.686136298916049,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-27,16.546937662506345,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-28,22.45269356464805,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-29,21.0758469729676,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-30,23.18698608257828,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-01-31,16.814101427973675,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-01,11.310739830616372,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-02,6.015418290124488,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-03,5.475978139931521,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-04,3.811800322099838,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-05,5.241590857895543,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-06,6.076073898268956,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-07,6.4658742426378994,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-08,6.083644643192343,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-09,3.7783448822346526,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-10,3.7409946416503264,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-11,3.85331722585202,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-12,3.802229133803298,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-13,5.175811608158943,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-14,7.32628572778457,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-15,6.634103177863184,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-16,10.852013353865512,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-17,8.6146111446932,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-18,12.550856152173663,1.0,5.0,Roll
B1,B2,B1,RELATED,2020-02-19,16.273844913071454,1.0,5.0,Roll
B1,B3,B1,RELATED,2020-01-01,133.6126929079569,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-02,108.1556923067968,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-03,90.28039370164645,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-04,104.1037066220052,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-05,66.42283171789326,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-06,50.81869762400537,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-07,40.676142848506174,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-08,42.61330284178337,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-09,32.0446711170783,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-10,35.77533505259654,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-11,20.64994338361309,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-12,24.96420970149768,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-13,30.42472904317854,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-14,25.01960266157124,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-15,42.526398400979,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-16,41.706442191378514,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-17,37.223486628413845,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-18,27.32097747018788,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-19,24.27916072974275,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-20,45.03977034261568,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-21,45.939877320306685,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-22,18.63131429594389,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-23,21.273545940160822,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-24,19.351469556384178,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-25,23.23764235398959,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-26,26.751286729916107,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-27,18.694334410679414,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-28,18.621376723818816,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-29,10.477719314284412,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-30,9.057752855665168,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-01-31,8.188763487117674,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-01,5.211229676490817,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-02,6.607567585935719,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-03,7.7332947462708255,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-04,8.203115886793972,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-05,7.900567236653893,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-06,4.305581844628564,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-07,4.366699446822826,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-08,4.393289314473289,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-09,3.5082222490199246,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-10,4.572739465963164,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-11,10.320560147653206,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-12,8.338989064262053,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-13,11.160609977140409,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-14,11.955440163161308,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-15,19.01794270908882,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-16,17.358572778837193,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-17,21.559635804485342,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-18,26.180990698326188,1.0,8.0,Roll
B1,B3,B1,RELATED,2020-02-19,21.098571698792117,1.0,8.0,Roll
B1,B4,B1,RELATED,2020-01-01,33.8400314485433,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-02,41.44696828627509,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-03,34.76466483349535,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-04,38.36225080634224,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-05,39.18027949446602,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-06,46.45660833109365,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-07,36.35476143580736,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-08,49.81429100869021,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-09,31.13885041798578,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-10,59.39890695281691,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-11,38.90716961762728,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-12,53.986321652349325,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-13,40.14325940958045,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-14,55.51247471085424,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-15,26.122799348303445,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-16,24.625951466656318,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-17,19.009879524154336,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-18,13.271889353267042,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-19,37.00230936849213,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-20,43.52732022816172,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-21,28.747264385483863,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-22,25.233360559234683,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-23,5.321843230727303,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-24,3.9308116613797024,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-25,5.2252295756993705,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-26,10.834219472041552,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-27,9.22423751971422,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-28,9.42825779371177,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-29,6.935810264412474,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-30,6.327373182161619,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-01-31,5.579913411665198,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-01,4.817205870900997,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-02,4.787372035837806,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-03,7.26949301437761,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-04,9.619122585494972,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-05,7.567266229692178,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-06,10.435990473962162,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-07,15.415141498515515,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-08,24.55050147700093,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-09,27.1899495764553,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-10,26.89692994126941,1.0,15.0,Roll
B1,B4,B1,RELATED,2020-02-11,25.93452811704158,1.0,15.0,Roll
